0,Q^2=9.7 GeV^2,,,E_beam = 8.4 GeV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Run Number,Date,Start Time,End Time,Target,"Beam Current
 (uA)","SBS Current 
(A)","BigBite Current
(A)","BBCal
Threshold (mV)","HCal
Threshold (mV)",Gas Target Pressure (PSIA),Target Polarization [%] (most recent NMR),IHWP state (IN/OUT),Plots Ok and in log book?,Good run ?,"Number of Events
(M)",Trigger Rate [Hz],Charge (C),Charge Corrected for Polarization (C),Accumulated Charge Corrected (C),Accumulated Charge Uncorrected (C),Prescales,Purpose,Notes/Comments,Uncorrected Accumulated Charge (C) on Fringe (for target experts),,,,,,,,,,,,,,,,,,,,,
3823,1/27/2023,14:27,15:25,pol He3 cell,45,2100,750,-350,-26,,50.3,OUT,yes,yes,0.200,115,0.118,0.147,11.577,11.493,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3824,1/27/2023,15:27,16:34,pol He3 cell,45,2100,750,-350,-26,,50.3,OUT,yes,yes,0.238,115,0.135,0.169,11.745,11.628,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3825,1/27/2023,16:38,17:39,pol He3 cell,45,2100,750,-350,-26,,50.3,OUT,yes,yes,0.270,115,0.142,0.177,11.923,11.770,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3826,1/27/2023,17:40,18:45,pol He3 cell,45,2100,750,-350,-26,,50.3,OUT,yes,yes,0.300,115,0.158,0.197,12.120,11.927,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3827,1/27/2023,18:46,19:47,pol He3 cell,45,2100,750,-350,-26,,50.3,OUT,yes,yes,0.317,115,0.164,0.205,12.324,12.091,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3828,1/27/2023,19:49,20:49,pol He3 cell,45,2100,750,-350,-26,,50.3,OUT,yes,yes,0.254,115,0.134,0.167,12.492,12.225,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3829,1/27/2023,20:53,21:56,pol He3 cell,45,2100,750,-350,-26,,47.1,OUT,yes,yes,0.226,115,0.116,0.127,12.619,12.341,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3830,1/27/2023,21:57,23:02,pol He3 cell,45,2100,750,-350,-26,,47.1,OUT,yes,yes,0.316,115,0.165,0.181,12.800,12.506,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3831,1/27/2023,,,pol He3 cell,45,2100,750,-350,-26,,47.1,OUT,junk,,,,,0.000,12.800,12.506,"ps1=-1, ps3=0, ps5=6, else= -1",junk,daq problem bbgemroc19,,,,,,,,,,,,,,,,,,,,,,
3832,1/27/2023,23:10,0:12,pol He3 cell,45,2100,750,-350,-26,,47.1,OUT,yes,yes,0.280,115,0.149,0.163,12.963,12.655,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3833,1/28/2023,0:14,1:18,pol He3 cell,45,2100,750,-350,-26,,47.1,OUT,yes,yes,0.203,115,0.111,0.122,13.085,12.766,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3834,1/28/2023,1:25,1:28,pol He3 cell,,,,,,,,,junk,,,,,0.000,13.085,12.766,"ps1=-1, ps3=0, ps5=6, else= -1",junk,,,,,,,,,,,,,,,,,,,,,,,
3835,1/28/2023,1:40 AM,3:03,pol He3 cell,45,2100,750,-350,-26,,47.2,OUT,yes,yes,0.210,100,0.123,0.135,13.220,12.889,"ps1=-1, ps3=0, ps5=6, else= -1",production,halfway through the run mcc dropped the beam current to 40uA,,,,,,,,,,,,,,,,,,,,,,
3836,1/28/2023,3:04,4:14,pol He3 cell,40,2100,750,-350,-26,,47.2,OUT,yes,yes,0.210,75,0.129,0.142,13.362,13.018,"ps1=-1, ps3=0, ps5=6, else= -1",production,"mcc having trouble to deliver 45uA, so beam current was at 40uA ",,,,,,,,,,,,,,,,,,,,,,
3837,1/28/2023,4:15 AM,5:30,pol He3 cell,40,2100,750,-350,-26,,47.2,OUT,yes,yes,0.183,75,0.109,0.120,13.482,13.127,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3838,1/28/2023,5:35,7:00,pol He3 cell,40,2100,750,-350,-26,,48.3,OUT,yes,yes,0.200,75,0.120,0.138,13.620,13.247,"ps1=-1, ps3=0, ps5=6, else= -1",production,beam has been intermittent for the first 45 mins of this run,,,,,,,,,,,,,,,,,,,,,,
3839,1/28/2023,7:02,8:08,pol He3 cell,40,2100,750,-350,-26,,48.3,OUT,yes,yes,0.241,75,0.143,0.165,13.785,13.390,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3840,1/28/2023,8:11,9:11,pol He3 cell,45,2100,750,-350,-26,,48.3,OUT,yes,yes,0.231,100,0.128,0.147,13.932,13.518,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3841,1/28/2023,9:11,10:03,pol He3 cell,45,2100,750,-350,-26,,48.3,OUT,yes,yes,0.139,100,0.078,0.090,14.022,13.596,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3842,1/28/2023,11:00,12:00,pol He3 cell,45,2100,750,-350,-26,,48.3,OUT,yes,yes,0.271,100,0.141,0.162,14.184,13.737,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3843,1/28/2023,12:04,13:07,pol He3 cell,45,2100,750,-350,-26,,48.3,OUT,yes,yes,0.245,100,0.128,0.147,14.332,13.865,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3844,1/28/2023,13:12,14:08,pol He3 cell,45,2100,750,-350,-26,,48.3,OUT,yes,yes,0.210,100,0.110,0.127,14.459,13.975,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3845,1/28/2023,,,pol He3 cell,,,,,,,48.3,OUT,jank,,,,,,,,"ps1=-1, ps3=0, ps5=6, else= -1",production,Run started when beam back... but beam way too off position. Had to stop run and go to no target position,,,,,,,,,,,,,,,,,,,,,,
3846,1/28/2023,15:03,16:12,pol He3 cell,45,2100,750,-350,-26,,48.5,OUT,yes,yes,0.169,100,0.090,0.105,14.563,14.065,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3847,1/28/2023,16:15,17:50,pol He3 cell,45,2100,750,-350,-26,,48.5,OUT,yes,yes,0.291,100,0.154,0.179,14.742,14.219,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3848,1/28/2023,17:20,18:09,pol He3 cell,45,2100,750,-350,-26,,48.5,OUT,yes,yes,0.207,100,0.107,0.124,14.866,14.326,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3849,1/28/2023,18:25,19:28,pol He3 cell,45,2100,750,-350,-26,,50.1,OUT,yes,yes,0.299,100,0.155,0.192,15.058,14.481,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3850,1/28/2023,19:29,20:32,pol He3 cell,45,2100,750,-350,-26,,50.1,OUT,yes,yes,0.303,100,0.154,0.191,15.249,14.635,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3851,1/28/2023,20:35,21:58,pol He3 cell,45,2100,750,-350,-26,,50.1,OUT,yes,yes,0.415,100,0.215,0.266,15.515,14.850,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3852,1/28/2023,22:09,23:06,pol He3 cell,45,2100,750,-350,-26,,47,OUT,yes,yes,0.267,100,0.141,0.154,15.669,14.991,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3853,1/28/2023,23:07,23:57,pol He3 cell,45,2100,750,-350,-26,,47,OUT,yes,yes,0.246,100,0.126,0.137,15.807,15.117,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3854,1/28/2023,23:59,1:00,pol He3 cell,45,2100,750,-350,-26,,47,OUT,yes,yes,0.269,115,0.138,0.151,15.957,15.255,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3855,1/29/2023,1:02,2:00,pol He3 cell,45,2100,750,-350,-26,,47,OUT,yes,yes,0.237,115,0.123,0.134,16.092,15.378,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3856,1/29/2023,3:14,4:19,pol He3 cell,45,2100,750,-350,-26,,47,OUT,yes,yes,0.332,115,0.173,0.189,16.280,15.551,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3857,1/29/2023,4:23,4:49,pol He3 cell,45,2100,750,-350,-26,,47,OUT,yes,yes,0.095,115,0.055,0.060,16.340,15.606,"ps1=-1, ps3=0, ps5=6, else= -1",production,had target/labview issues in the middle of the run,,,,,,,,,,,,,,,,,,,,,,
3858,1/29/2023,6:11,7:12,pol He3 cell,45,2100,750,-350,-26,,47,OUT,yes,yes,0.278,115,0.151,0.165,16.505,15.757,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3859,1/29/2023,7:14,8:21,pol He3 cell,45,2100,750,-350,-26,,47,OUT,yes,yes,0.314,115,0.170,0.185,16.690,15.927,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3860,1/29/2023,8:25,9:47,pol He3 cell,45,2100,750,-350,-26,,47,OUT,yes,yes,0.169,115,0.093,0.101,16.792,16.020,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3861,1/29/2023,10:09,11:12,pol He3 cell,45,2100,750,-350,-26,,47,OUT,yes,yes,0.121,115,0.073,0.080,16.872,16.093,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3862,1/29/2023,19:11,19:29,carbon hole,10,2100,750,-350,-26,,35.8,OUT,,,,,,,,,"ps1=0, ps3=0, ps5=6, else= -1",carbon hole,beam too trippy,,,,,,,,,,,,,,,,,,,,,,
3863,1/29/2023,20:08,20:15,carbon hole,10,2100,750,-350,-26,,35.8,OUT,,,,,,,,,"ps1=0, ps3=0, ps5=6, else= -1",carbon hole,,,,,,,,,,,,,,,,,,,,,,,
3864,1/29/2023,20:32,21:27,pol He3 cell,45,2100,750,-350,-26,,55.7,OUT,yes,yes,0.189,100,0.111,0.170,17.042,16.204,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3865,1/29/2023,23:18,23:30,carbon hole,10,2100,750,-350,-26,,55.7,OUT,,,,,,,,,"ps1=0, ps3=0, ps5=6, else= -1",carbon hole,beam too trippy,,,,,,,,,,,,,,,,,,,,,,
3866,1/29/2023,23:44,0:49,pol He3 cell,45,2100,750,-350,-26,,44,OUT,yes,yes,0.176,100,0.108,0.103,17.145,16.312,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3867,1/30/2023,0:51,,pol He3 cell,45,2100,750,-350,-26,,44,OUT,,junk,,,,0.000,17.145,16.312,"ps1=-1, ps3=0, ps5=6, else= -1",,beam troubles and coda crashed,,,,,,,,,,,,,,,,,,,,,,
3868,1/30/2023,1:53,2:56,pol He3 cell,45,2100,750,-350,-26,,44,OUT,yes,yes,0.205,100,0.121,0.116,17.261,16.433,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3869,1/30/2023,2:58,4:14,pol He3 cell,45,2100,750,-350,-26,,44,OUT,yes,yes,0.321,100,0.180,0.172,17.433,16.613,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3870,1/30/2023,,,Moeller,,,,,,,,,,,,,,,,,,Moeller,,,,,,,,,,,,,,,,,,,,,,,
3871,1/31/2023,,,Moeller,,,,,,,,,,,,,,,,,,Moeller,,,,,,,,,,,,,,,,,,,,,,,
3872,1/31/2023,,,Moeller,,,,,,,,,,,,,,,,,,Moeller,,,,,,,,,,,,,,,,,,,,,,,
3873,1/31/2023,,,Moeller,,,,,,,,,,,,,,,,,,Moeller,,,,,,,,,,,,,,,,,,,,,,,
3874,1/31/2023,,,Moeller,,,,,,,,,,,,,,,,,,Moeller,,,,,,,,,,,,,,,,,,,,,,,
3875,1/31/2023,,,Moeller,,,,,,,,,,,,,,,,,,Moeller,,,,,,,,,,,,,,,,,,,,,,,
3876,1/31/2023,,,Moeller,,,,,,,,,,,,,,,,,,Moeller,runs between 3869 and 3877 seem to be from moeller testing in the hall,,,,,,,,,,,,,,,,,,,,,,
3877,1/31/2023,11:41,11:50,carbon hole,10,2100,750,-350,-26,,,,,,,,,,,,,Moeller,,,,,,,,,,,,,,,,,,,,,,,
3878,1/31/2023,12:00,13:03,pol He3 cell,45,2100,750,-350,-26,,51.3,IN,yes,yes,0.147,100,0.084,0.109,17.542,16.697,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3879,1/31/2023,13:10,13:24,pol He3 cell,45,2100,750,-350,-26,,35.1,IN,No,Junk ,0.014,,,,,,"ps1=-1, ps3=0, ps5=6, else= -1",production,"Had to redo NMR measuremen, mostly no beam. Run of questionable quality",,,,,,,,,,,,,,,,,,,,,,
3880,1/31/2023,13:45,14:45,pol He3 cell,45,2100,750,-350,-26,,35.1,IN,yes,yes,0.271,100,0.141,0.086,17.628,16.838,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3881,1/31/2023,14:47,15:37,pol He3 cell,45,2100,750,-350,-26,,35.1,IN,yes,yes,0.101,100,0.056,0.034,17.662,16.894,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3882,1/31/2023,15:58,17:08,pol He3 cell,45,2100,750,-350,-25,,40.7,IN,yes,yes,0.214,100,0.127,0.104,17.766,17.021,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3883,1/31/2023,17:11,18:33,pol He3 cell,45,2100,750,-350,-25,,40.7,IN,yes,yes,0.326,100,0.180,0.147,17.913,17.201,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3884,1/31/2023,18:35,19:30,pol He3 cell,45,2100,750,-350,-25,,40.7,IN,yes,yes,0.287,100,0.147,0.120,18.033,17.348,"ps1=-1, ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3885,1/31/2023,19:35,20:35,pol He3 cell,45,2100,750,-350,-25,,40.7,IN,yes,yes,0.276,100,0.143,0.117,18.150,17.491,"ps1=-1, ps3=0, ps5=6, else= -1",production,beam was off for aout 3-5mins before run stop,,,,,,,,,,,,,,,,,,,,,,
3886,2/1/2023,1:27,1:30,Carbon Hole,10,2100,750,-200,-25,,,IN,yes,yes,0.367,3000,,,,,"ps1=0, ps5=6, else =-1",carbon hole,,,,,,,,,,,,,,,,,,,,,,,
3867,2/1/2023,2:08,3:10,pol He3 cell,30-45,2100,750,-350,-25,,50.4,IN,yes,yes,0.191,100,0.103,0.129,18.279,17.594,"ps3=0, ps5=6, else =-1",production ,First few minutes was 30uA,,,,,,,,,,,,,,,,,,,,,,
3888,2/1/2023,3:36,,pol He3 cell ,,,,,,,,,,,,,,,,,,,Beam position issues. ,,,,,,,,,,,,,,,,,,,,,,
3889,2/1/2023,4:12,5:09,pol He3 cell,30-45,2100,750,-350,-25,,50.4,IN,yes,yes,0.209,100,0.110,0.138,18.417,17.704,"ps3=0, ps5=6, else =-1",production,,,,,,,,,,,,,,,,,,,,,,,
3890,2/1/2023,5:11,6:31,pol He3 cell,45,2100,750,-350,-25,,50.4,IN ,yes,yes,0.359,100,0.189,0.237,18.654,17.893,"ps3=0, ps5=6, else =-1",production,Convection settings changed during last half hour. ,,,,,,,,,,,,,,,,,,,,,,
3919,2/1/2023,1:37,1:49,Carbon Hole,10,2100,750,-200,-25,,33.7,IN ,yes,yes,1.500,,, , , ,ps1=0,carbon hole,Beam Checkout->NMR->Downtime incident id=17678,,,,,,,,,,,,,,,,,,,,,,
3920,2/2/2023,11:30,,no target,,2100,750,-200,-26,,,IN,,,,,, , , ,,,Junk,,,,,,,,,,,,,,,,,,,,,,
3921,2/2/20223,13:00,13:04,carbon Hole,5 to 10,2100,750,-250,-26,,,IN,,yes,0.080,,, , , ,,carbon hole,"Beam Checkout procdure, reduced BBcal threshold",,,,,,,,,,,,,,,,,,,,,,
3922,2/2/2023,13:04,13:30,carbon hole,10,2100,750,-250,-26,,,IN,yes,yes,1.200,,, , , ,,carbon hole,"Beam Checkout procedure, reduced BBCal threshold",,,,,,,,,,,,,,,,,,,,,,
3923,2/2/2023,13:46,14:45,pol He3 cell,45,2100,750,-350,-26,,50.7,IN,yes,yes,0.103,80,0.065,0.083,18.737,17.958,"ps1=-1,ps3=0,ps5=6,else=-1",production,back to production mode,,,,,,,,,,,,,,,,,,,,,,
3924,2/2/2023,14:47,16:27,pol He3 cell,45,2100,750,-350,-26,,52.2,IN,yes,yes,0.065,80,0.035,0.047,18.784,17.993,"ps1=-1,ps3=0,ps5=6,else=-1",production,run stopped because no beam,,,,,,,,,,,,,,,,,,,,,,
3925,2/2/2023,18:48,19:18,carbon hole,10,2100,750,-200,-26,,,IN,yes,yes,3.600,,,,,,"ps1=0,ps5=6, rest = -1",carbon hole,,,,,,,,,,,,,,,,,,,,,,,
3926,2/2/2023,19:23,21:27,pol He3 cell,45,2100,750,-350,-26,,51.6,IN,yes,yes,0.303,100,0.186,0.245,19.029,18.180,"ps3=0, ps5=6, rest=-1",production,beam ramp up at the beginning of the run.,,,,,,,,,,,,,,,,,,,,,,
3927,2/2/2023,21:55,23:31,pol He3 cell,45,2100,750,-350,-26,,51.6,IN,yes,yes,0.181,100,0.110,0.145,19.174,18.289,"ps3=0, ps5=6, rest=-1",production,Started with ~35 uA beam but ended up getting 45 uA at the end. Run stopped for NMR measurement.,,,,,,,,,,,,,,,,,,,,,,
3928,2/2/2023,23:36,0:26,pol He3 cell,45,2100,750,-350,-26,,50,IN,yes,yes,0.213,100,0.109,0.135,19.308,18.398,"ps3=0, ps5=6, rest=-1",production,Not so sure about BBCal plots. 200K replay done on this run,,,,,,,,,,,,,,,,,,,,,,
3929,2/3/2023,0:32,1:35,pol He3 cell,45,2100,750,-350,-26,,50,IN,yes,yes,0.208,100,0.113,0.140,19.448,18.511,"ps3=0, ps5=6, rest=-1",production,200K replay done on this run,,,,,,,,,,,,,,,,,,,,,,
3930,2/3/2023,1:39,2:46,pol He3 cell,45,2100,750,-350,-26,,50,IN,yes,yes,0.147,100,0.077,0.095,19.543,18.588,"ps3=0, ps5=6, rest=-1",production,Beam was not available for the last ~20 minutes of the run,,,,,,,,,,,,,,,,,,,,,,
3931,2/3/2023,2:51,3:54,pol He3 cell,45,2100,750,-350,-26,,50,IN,yes,yes,0.207,100,0.166,0.205,19.748,18.754,"ps3=0, ps5=6, rest=-1",production,200K replay done on this run,,,,,,,,,,,,,,,,,,,,,,
3932,2/3/2023,4:00,5:03,pol He3 cell,45,2100,750,-350,-26,,49.3,IN,yes,yes,0.339,100,0.171,0.205,19.953,18.925,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3933,2/3/2023,5:06,6:01,pol He3 cell,45,2100,750,-350,-26,,49.3,IN,yes,yes,0.305,100,0.152,0.182,20.135,19.077,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3934,2/3/2023,6:04,7:04,pol He3 cell,45,2100,750,-350,-26,,49.3,IN,yes,yes,0.238,100,0.119,0.143,20.278,19.196,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3935,2/3/2023,7:06,7:48,pol He3 cell,45,2100,750,-350,-26,,49.3,IN,yes,yes,0.219,100,0.107,0.128,20.407,19.303,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3936,2/3/2023,7:53,8:57,pol He3 cell,45,2100,750,-350,-26,,49.7,IN,yes,yes,0.330,100,0.164,0.200,20.607,19.467,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3937,2/3/2023,8:59,10:01,pol He3 cell,45,2100,750,-350,-26,,49.7,IN,yes,yes,0.300,100,0.153,0.187,20.793,19.620,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3938,2/3/2023,10:04,10:27,pol He3 cell,45,2100,750,-350,-26,,49.7,IN,yes,yes,0.090,100,0.051,0.062,20.855,19.671,"ps3=0, ps5=6, rest=-1",production,Run stops for Hall B HWP chage - IHWP changed to OUT at the end of the run,,,,,,,,,,,,,,,,,,,,,,
3939,2/3/2023,10:47,11:50,pol He3 cell,45,2100,750,-350,-26,,49.7,OUT,yes,yes,0.170,100,0.088,0.107,20.963,19.759,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3940,2/3/2023,11:58,1:09,pol He3 cell,45,2100,750,-350,-26,,49.5,OUT,yes,yes,0.300,100,0.153,0.185,21.148,19.912,"ps3=0, ps5=6, rest=-1",production,Shifted timing of the HCAL TDC posted on https://logbooks.jlab.org/entry/4123494 ,,,,,,,,,,,,,,,,,,,,,,
3941,2/3/2023,13:16,14:17,pol He3 cell,45,2100,750,-350,-26,,49.5,OUT,yes,yes,0.368,100,0.179,0.216,21.364,20.091,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3942,2/3/2023,14:19,15:18,pol He3 cell,45,2100,750,-350,-26,,49.5,OUT,yes,yes,0.195,100,0.100,0.121,21.485,20.191,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3943,2/3/2023,15:20,,,,,,,,,,,,junk,,,,0.000,21.485,20.191,"ps3=0, ps5=6, rest=-1",junk,stop the run - MCC called to infor for a beam don,,,,,,,,,,,,,,,,,,,,,,
3944,2/3/2023,15:40,16:15,pol He3 cell,45,2100,750,-350,-26,,50.3,OUT,yes,yes,0.162,100,0.079,0.099,21.583,20.270,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3945,2/3/2023,16:54,17:18,pol He3 cell,45,2100,750,-350,-26,,50.3,OUT,yes,not sure,0.076,100,0.060,0.075,21.659,20.330,"ps3=0, ps5=6, rest=-1",production,error mid run probs bad,,,,,,,,,,,,,,,,,,,,,,
3946,2/3/2023,17:20,18:27,pol He3 cell,45,2100,750,-350,-26,,50.3,OUT,yes,yes,0.317,100,0.161,0.201,21.860,20.491,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3947,2/3/2023,18:28,19:32,pol He3 cell,45,2100,750,-350,-26,,52.3,OUT,yes,yes,0.232,100,0.117,0.158,22.018,20.608,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3948,2/3/2023,19:37,20:43,pol He3 cell,45,2100,750,-350,-26,,52.3,OUT,yes,yes,0.362,100,0.177,0.239,22.257,20.785,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3949,2/3/2023,,,pol He3 cell,45,2100,750,-350,-26,,52.3,OUT,junk,,,,0.079,0.107,,,"ps3=0, ps5=6, rest=-1",junk,,,,,,,,,,,,,,,,,,,,,,,
3951,2/3/2023,21:32,21:37,pol He3 cell,45,2100,750,-350,-26,,52.3,OUT,yes,yes,0.061,300,0.013,0.018,22.381,20.877,"ps1 = 2,ps3=0, ps5=6, rest=-1",production,Bogdan test,,,,,,,,,,,,,,,,,,,,,,
3952,2/3/2023,21:38,22:34,pol He3 cell,45,2100,750,-350,-26,,52.3,OUT,yes,yes,0.262,100,0.129,0.174,22.555,21.006,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3954,2/3/2023,22:39,23:30,pol He3 cell,45,2100,750,-350,-26,,52.3,OUT,yes,yes,0.282,100,0.141,0.190,22.746,21.147,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3955,2/3/2023,23:33,0:34,pol He3 cell,45,2100,750,-350,-26,,48.4,OUT,yes,yes,0.320,100,0.159,0.184,22.930,21.306,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3956,2/4/2023,0:36,1:36,pol He3 cell,45,2100,750,-350,-26,,48.4,OUT,yes,yes,0.323,100,0.161,0.186,23.116,21.467,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3957,2/4/2023,1:38,2:38,pol He3 cell,45,2100,750,-350,-26,,48.4,OUT,yes,yes,0.273,100,0.138,0.160,23.276,21.605,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3958,2/4/2023,2:40,3:40,pol He3 cell,45,2100,750,-350,-26,,48.4,OUT,yes,yes,0.288,100,0.146,0.169,23.445,21.751,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3959,2/4/2023,3:47,4:47,pol He3 cell,45,2100,750,-350,-26,,48.3,OUT,yes,yes,0.321,100,0.160,0.184,23.629,21.911,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3960,2/4/2023,4:51,5:51,pol He3 cell,45,2100,750,-350,-26,,48.3,OUT,yes,yes,0.202,100,0.104,0.120,23.749,22.015,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3961,2/4/2023,5:54,6:54,pol He3 cell,45,2100,750,-350,-26,,48.3,OUT,yes,yes,0.239,100,0.119,0.137,23.886,22.134,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3962,2/4/2023,6:56,7:33,pol He3 cell,45,2100,750,-350,-26,,48.3,OUT,yes,yes,0.087,100,0.044,0.051,23.936,22.178,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3963,2/4/2023,7:44,9:04,pol He3 cell,45,2100,750,-350,-26,,50.2,OUT,yes,yes,0.199,100,0.108,0.134,24.071,22.286,"ps3=0, ps5=6, rest=-1",production,,,,,,,,,,,,,,,,,,,,,,,
